CEMSUnit,Plant Code,Boiler ID,Generator ID,Unit Code,Unit Code Method,CCUnit
2393_07,2393,07,,CC1,5,2393_CC1
2393_7,2393,07,,CC1,5,2393_CC1
2393_5,2393,05,,CC1,5,2393_CC1
2393_4,2393,04,,CC1,5,2393_CC1
2398_1101,2398,1101,1501,CC1,2,2398_CC1
2398_1201,2398,1201,1501,CC1,2,2398_CC1
2398_1301,2398,1301,1501,CC1,2,2398_CC1
2398_1401,2398,1401,1501,CC1,2,2398_CC1
2398_2101,2398,2101,2301,CC1,2,2398_CC1
2398_2201,2398,2201,2301,CC1,2,2398_CC1
2406_1201,2406,1201,1201,CC1,6,2406_CC1
2406_1101,2406,1101,1101,CC1,6,2406_CC1
2406_2101,2406,2101,2101,CC2,6,2406_CC2
2406_2201,2406,2201,2201,CC2,6,2406_CC2
2493_1,2493,1,,1,4,2493_1
2493_2,2493,2,,2,4,2493_2
2500_UCC001,2500,UCC001,,CCR4,5,2500_CCR4
2539_10001,2539,10001,,CC1,5,2539_CC1
2539_10003,2539,10003,,CC1,5,2539_CC1
2539_10002,2539,10002,,CC1,5,2539_CC1
260_1A,260,1A,CT1A,CC1,6,260_CC1
260_2A,260,2A,CT1B,CC1,6,260_CC1
260_4A,260,4A,CT2B,CC2,6,260_CC2
260_3A,260,3A,CT2A,CC2,6,260_CC2
2682_20,2682,20,,20,4,2682_20
2709_01A,2709,01A,,01A,4,2709_01A
2709_01B,2709,01B,,01B,4,2709_01B
2709_01C,2709,01C,,01C,4,2709_01C
2713_01A,2713,01A,,01A,4,2713_01A
2713_01B,2713,01B,,01B,4,2713_01B
2720_12C,2720,12C,,CC1,5,2720_CC1
2720_11C,2720,11C,,CC1,5,2720_CC1
2723_8C,2723,8C,,CC1,5,2723_CC1
2723_9C,2723,9C,,CC1,5,2723_CC1
2951_7,2951,7,ST7,ST7,3,2951_ST7
2963_3301B,2963,3301B,1,NE1S,2,2963_NE1S
2963_3301A,2963,3301A,1,NE1S,2,2963_NE1S
3006_4,3006,4,4,4,3,3006_4
3006_5,3006,5,5,5,3,3006_5
3006_6,3006,6,6,6,3,3006_6
3096_2A,3096,2A,,BICC,5,3096_BICC
3096_2B,3096,2B,,BICC,5,3096_BICC
3096_3,3096,3,,BICC,5,3096_BICC
3176_CT5,3176,CT5,,HUN1,5,3176_HUN1
3176_CT6,3176,CT6,,HUN1,5,3176_HUN1
3236_10,3236,10,G10A,321,6,3236_321
3236_11,3236,11,G11A,322,6,3236_322
3236_9,3236,9,GE9A,323,6,3236_323
3295_URQ5,3295,URQ5,CT1,UR15,6,3295_UR15
3295_URQ6,3295,URQ6,CT2,UR26,6,3295_UR26
330_5,330,5,,5,4,330_5
330_7,330,7,,7,4,330_7
3405_JCC1,3405,JCC1,,CC1,5,3405_CC1
3405_JCC3,3405,JCC3,,CC1,5,3405_CC1
3405_JCC2,3405,JCC2,,CC1,5,3405_CC1
3441_8,3441,8,7,CC1,2,3441_CC1
3441_9,3441,9,7,CC1,2,3441_CC1
3443_9,3443,9,,CC1,5,3443_CC1
3456_GT-6A,3456,GT-6A,CT1,4CC,6,3456_4CC
3456_GT-6B,3456,GT-6B,CT2,4CC,6,3456_4CC
3456_**4,3456,**4,5CT1,5CC,6,3456_5CC
3456_**5,3456,**5,5CT2,5CC,6,3456_5CC
3469_THW34,3469,THW34,34,THW3,6,3469_THW3
3469_THW31,3469,THW31,31,THW3,6,3469_THW3
3469_THW33,3469,THW33,33,THW3,6,3469_THW3
3469_THW32,3469,THW32,32,THW3,6,3469_THW3
3469_THW44,3469,THW44,44,THW4,6,3469_THW4
3469_THW42,3469,THW42,42,THW4,6,3469_THW4
3469_THW41,3469,THW41,41,THW4,6,3469_THW4
3469_THW43,3469,THW43,43,THW4,6,3469_THW4
3559_9,3559,9,,CC1,5,3559_CC1
358_3-2,358,3-2,MV3B,3,6,358_3
358_3-1,358,3-1,MV3A,3,6,358_3
358_4-2,358,4-2,MV4B,4,6,358_4
358_4-1,358,4-1,MV4A,4,6,358_4
3604_GT1,3604,GT1,,MGL8,5,3604_MGL8
3612_CT01,3612,CT01,,CT01,4,3612_CT01
3612_CT02,3612,CT02,,CT02,4,3612_CT02
3631_CT7,3631,CT7,,CC1,5,3631_CC1
3631_CT8,3631,CT8,,CC1,5,3631_CC1
3631_CT9,3631,CT9,,CC1,5,3631_CC1
3797_**8A,3797,**8A,CT7,CH7,6,3797_CH7
3797_7,3797,7,CT8,CH8,6,3797_CH8
3804_6A,3804,6A,6ST,G784,2,3804_G784
3804_6B,3804,6B,6ST,G784,2,3804_G784
389_2-2,389,2-2,2A,STM2,6,389_STM2
389_3-1,389,3-1,31,STM3,6,389_STM3
389_3-2,389,3-2,32,STM3,6,389_STM3
399_**10B,399,**10B,,CC1,5,399_CC1
399_**10A,399,**10A,,CC1,5,399_CC1
3_6A,3,6A,A1ST,G521,2,3_G521
3_6B,3,6B,A1ST,G521,2,3_G521
3_7A,3,7A,A2ST,G522,2,3_G522
3_7B,3,7B,A2ST,G522,2,3_G522
400_9,400,9,,CC1,5,400_CC1
400_10,400,10,,CC1,5,400_CC1
4040_11,4040,11,1CT1,PWG1,6,4040_PWG1
4040_12,4040,12,1CT2,PWG1,6,4040_PWG1
4040_22,4040,22,2CT2,PWG2,6,4040_PWG2
4040_21,4040,21,2CT1,PWG2,6,4040_PWG2
404_4,404,4,5,CC1,2,404_CC1
408_7,408,7,8,CC1,2,408_CC1
408_6,408,6,8,CC1,2,408_CC1
469_6,469,6,,CHR0,5,469_CHR0
469_5,469,5,,CHR0,5,469_CHR0
4937_CT-2,4937,CT-2,STG,CC1,2,4937_CC1
4937_CT-1,4937,CT-1,STG,CC1,2,4937_CC1
4939_4,4939,4,2,CC1,2,4939_CC1
4939_3,4939,3,2,CC1,2,4939_CC1
50002_2,50002,2,,CC1,5,50002_CC1
50002_3,50002,3,,CC1,5,50002_CC1
50002_1,50002,1,,CC1,5,50002_CC1
50006_004001,50006,004001,,CC1,5,50006_CC1
50006_005001,50006,005001,,CC1,5,50006_CC1
50006_006001,50006,006001,,CC1,5,50006_CC1
50006_007001,50006,007001,,CC1,5,50006_CC1
50006_008001,50006,008001,,CC1,5,50006_CC1
50006_009001,50006,009001,,CC1,5,50006_CC1
50109_HRSG1,50109,HRSG1,GEN3,CC1,2,50109_CC1
50109_HRSG2,50109,HRSG2,GEN3,CC1,2,50109_CC1
50243_GEN4,50243,GEN4,,GEN4,4,50243_GEN4
50292_GT2,50292,GT2,GEN2,G602,6,50292_G602
50292_GT1,50292,GT1,GEN1,G602,6,50292_G602
50292_GT4,50292,GT4,GEN6,G603,6,50292_G603
50368_CT1,50368,CT1,CT1,CT1,6,50368_CT1
50368_CT2,50368,CT2,CT2,CT2,6,50368_CT2
50385_1001,50385,1001,,CC1,5,50385_CC1
50385_2001,50385,2001,,CC1,5,50385_CC1
50449_1,50449,1,,G722,5,50449_G722
50450_1,50450,1,,CC1,5,50450_CC1
50451_1,50451,1,,CC1,5,50451_CC1
50458_1,50458,1,,G723,5,50458_G723
50497_004001,50497,004001,,CC1,5,50497_CC1
50497_002001,50497,002001,,CC1,5,50497_CC1
50497_001001,50497,001001,,CC1,5,50497_CC1
50498_GT,50498,GT,,CC1,5,50498_CC1
50555_2,50555,2,,G785,5,50555_G785
50555_1,50555,1,,G785,5,50555_G785
50558_CC01,50558,CC01,,CC01,5,50558_CC01
50561_0002,50561,0002,STG1,CC1,2,50561_CC1
50561_0001,50561,0001,STG1,CC1,2,50561_CC1
50625_61STK1,50625,61STK1,,61STK1,4,50625_61STK1
50625_61STK2,50625,61STK2,,61STK2,4,50625_61STK2
50625_61STK3,50625,61STK3,,61STK3,4,50625_61STK3
50627_20B1,50627,20B1,,20B1,4,50627_20B1
50628_749001,50628,749001,,749001,4,50628_749001
50707_S003,50707,S003,,J272,5,50707_J272
50707_S002,50707,S002,,J272,5,50707_J272
50707_S001,50707,S001,,J272,5,50707_J272
50707_S004,50707,S004,,J272,5,50707_J272
50707_S005,50707,S005,,J272,5,50707_J272
50744_00001,50744,00001,,CC1,5,50744_CC1
50799_003001,50799,003001,,PEC,5,50799_PEC
50799_001001,50799,001001,,PEC,5,50799_PEC
50815_ENG601,50815,ENG601,,CC1,5,50815_CC1
50815_ENG101,50815,ENG101,,CC1,5,50815_CC1
50815_ENG501,50815,ENG501,,CC1,5,50815_CC1
50815_ENG401,50815,ENG401,,CC1,5,50815_CC1
50815_ENG201,50815,ENG201,,CC1,5,50815_CC1
50815_ENG301,50815,ENG301,,CC1,5,50815_CC1
50852_002001,50852,002001,,CC1,5,50852_CC1
50949_CT1B,50949,CT1B,,CC01,5,50949_CC01
50949_CT1A,50949,CT1A,,CC01,5,50949_CC01
50966_2,50966,2,3,G781,2,50966_G781
50966_1,50966,1,3,G781,2,50966_G781
50978_A,50978,A,,CC1,5,50978_CC1
50978_B,50978,B,,CC1,5,50978_CC1
51030_2,51030,2,,OSP1,5,51030_OSP1
51030_1,51030,1,,OSP1,5,51030_OSP1
52019_501,52019,501,GEN1,UNT5,6,52019_UNT5
52019_502,52019,502,GEN2,UNT5,6,52019_UNT5
52019_602,52019,602,GEN5,UNT6,6,52019_UNT6
52019_601,52019,601,GEN4,UNT6,6,52019_UNT6
52026_1,52026,1,,CC1,5,52026_CC1
52056_00004,52056,00004,,CC1,5,52056_CC1
52088_GT-C,52088,GT-C,,CC1,5,52088_CC1
52088_GT-B,52088,GT-B,,CC1,5,52088_CC1
52088_GT-A,52088,GT-A,,CC1,5,52088_CC1
52168_00004,52168,00004,,00004,4,52168_00004
52168_00006,52168,00006,,00006,4,52168_00006
52176_2,52176,2,,CC1,5,52176_CC1
52176_1,52176,1,,CC1,5,52176_CC1
533_**4,533,**4,4,MCWM,6,533_MCWM
533_**V2,533,**V2,VAN2,VANN,6,533_VANN
533_**V1,533,**V1,VAN1,VANN,6,533_VANN
54034_1GTDBS,54034,1GTDBS,,G701,5,54034_G701
54041_011854,54041,011854,,LEA1,5,54041_LEA1
54041_011855,54041,011855,,LEA1,5,54041_LEA1
54041_011856,54041,011856,,LEA1,5,54041_LEA1
54056_1,54056,1,,CC1,5,54056_CC1
54076_1,54076,1,,G721,5,54076_G721
54096_X026,54096,X026,,CC01,5,54096_CC01
54114_GT2,54114,GT2,,CC1,5,54114_CC1
54114_GT1,54114,GT1,,CC1,5,54114_CC1
54131_NTCT1,54131,NTCT1,,CC1,5,54131_CC1
54324_4,54324,4,,OSP2,5,54324_OSP2
54324_3,54324,3,,OSP2,5,54324_OSP2
54365_1,54365,1,,CC1,5,54365_CC1
54365_2,54365,2,,CC1,5,54365_CC1
54424_EU001,54424,EU001,,CC1,5,54424_CC1
54424_EU002,54424,EU002,,CC1,5,54424_CC1
54426_1,54426,1,,CC1,5,54426_CC1
54466_1,54466,1,,1,4,54466_1
54476_CT-1,54476,CT-1,,CC1,5,54476_CC1
54537_CT-1A,54537,CT-1A,,CC1,5,54537_CC1
54537_CT-1B,54537,CT-1B,,CC1,5,54537_CC1
54547_2,54547,2,2,BLK1,6,54547_BLK1
54547_1,54547,1,1,BLK1,6,54547_BLK1
54547_4,54547,4,4,BLK2,6,54547_BLK2
54547_3,54547,3,3,BLK2,6,54547_BLK2
54571_001,54571,001,,001,1,54571_001
54571_002,54571,002,,002,1,54571_002
54574_00001,54574,00001,,CA,5,54574_CA
54574_00002,54574,00002,,CA,5,54574_CA
54586_2,54586,2,TRENT,CC1,6,54586_CC1
54592_001,54592,001,,CC1,5,54592_CC1
54593_1,54593,1,,CC01,5,54593_CC01
54640_002001,54640,002001,,LCLP,5,54640_LCLP
54640_001001,54640,001001,,LCLP,5,54640_LCLP
54761_1,54761,1,GEN2,CC1,6,54761_CC1
54761_2,54761,2,GEN4,CC2,6,54761_CC2
54785_2,54785,2,,CC1,5,54785_CC1
54805_1,54805,1,,ST-1,5,54805_ST-1
54817_EAST,54817,EAST,,CC01,5,54817_CC01
54832_1,54832,1,,F701,5,54832_F701
54832_2,54832,2,,F701,5,54832_F701
54844_1,54844,1,GOR3,G782,2,54844_G782
54844_2,54844,2,GOR4,G783,2,54844_G783
54914_1,54914,1,01,CC1,6,54914_CC1
54914_2,54914,2,02,CC2,6,54914_CC2
54915_1,54915,1,,CC1,5,54915_CC1
55010_01,55010,01,,CC1,5,55010_CC1
55011_01,55011,01,,CC1,5,55011_CC1
55026_1,55026,1,,1,4,55026_1
55040_2,55040,2,,CC01,5,55040_CC01
55040_1,55040,1,,CC01,5,55040_CC01
55041_1,55041,1,,1,4,55041_1
55042_BE1,55042,BE1,,BPE1,5,55042_BPE1
55042_BE2,55042,BE2,,BPE1,5,55042_BPE1
55043_CCCP1,55043,CCCP1,,CC1,5,55043_CC1
55047_CG-1,55047,CG-1,CTG1,P1,6,55047_P1
55047_CG-2,55047,CG-2,CTG2,P2,6,55047_P2
55047_CG-3,55047,CG-3,CTG3,P2,6,55047_P2
55048_1,55048,1,UNT1,1226,6,55048_1226
55062_3,55062,3,,STG1,5,55062_STG1
55062_2,55062,2,,STG1,5,55062_STG1
55062_1,55062,1,,STG1,5,55062_STG1
55063_1,55063,1,CTG1,CC1,6,55063_CC1
55063_2,55063,2,CTG2,CC2,6,55063_CC2
55063_3,55063,3,CTG3,CC3,6,55063_CC3
55065_1,55065,1,,CC1,5,55065_CC1
55065_2,55065,2,,CC1,5,55065_CC1
55068_1,55068,1,,CC1,5,55068_CC1
55068_2,55068,2,,CC1,5,55068_CC1
55075_CT-1,55075,CT-1,,CC01,5,55075_CC01
55077_EDE1,55077,EDE1,,CC1,5,55077_CC1
55077_EDE2,55077,EDE2,,CC1,5,55077_CC1
55079_1,55079,1,,CC01,5,55079_CC01
55086_102,55086,102,,CC1,5,55086_CC1
55086_101,55086,101,,CC1,5,55086_CC1
55087_CC3,55087,CC3,,PHS2,5,55087_PHS2
55087_CC4,55087,CC4,,PHS2,5,55087_PHS2
55088_GT2100,55088,GT2100,,GT2100,4,55088_GT2100
55088_GT3100,55088,GT3100,,GT3100,4,55088_GT3100
55089_CT3,55089,CT3,,CC1,5,55089_CC1
55089_CT1,55089,CT1,,CC1,5,55089_CC1
55089_CT2,55089,CT2,,CC1,5,55089_CC1
55091_STK1,55091,STK1,,STK1,4,55091_STK1
55091_STK2,55091,STK2,,STK2,4,55091_STK2
55091_STK3,55091,STK3,,STK3,4,55091_STK3
55091_STK4,55091,STK4,,STK4,4,55091_STK4
55091_STK5,55091,STK5,,STK5,4,55091_STK5
55091_STK6,55091,STK6,,STK6,4,55091_STK6
55097_1,55097,1,CTG1,BLK1,6,55097_BLK1
55097_2,55097,2,CTG2,BLK1,6,55097_BLK1
55097_4,55097,4,CTG4,BLK2,6,55097_BLK2
55097_3,55097,3,CTG3,BLK2,6,55097_BLK2
55098_1,55098,1,,1,1,55098_1
55098_2,55098,2,,2,1,55098_2
55100_1,55100,1,,CC1,5,55100_CC1
55103_CT2,55103,CT2,,CC1,5,55103_CC1
55103_CT1,55103,CT1,,CC1,5,55103_CC1
55104_SAB-2,55104,SAB-2,,CC1,5,55104_CC1
55104_SAB-1,55104,SAB-1,,CC1,5,55104_CC1
55107_RISEP2,55107,RISEP2,,CC1,5,55107_CC1
55107_RISEP1,55107,RISEP1,,CC1,5,55107_CC1
55112_CT02,55112,CT02,,CC1,5,55112_CC1
55112_CT01,55112,CT01,,CC1,5,55112_CC1
55117_RS-5,55117,RS-5,,CC1,5,55117_CC1
55117_RS-6,55117,RS-6,,CC1,5,55117_CC1
55120_CTG-1,55120,CTG-1,,CTG-1,1,55120_CTG-1
55120_CTG-2,55120,CTG-2,,CTG-2,1,55120_CTG-2
55123_CTG-2,55123,CTG-2,,STG,5,55123_STG
55123_CTG-1,55123,CTG-1,,STG,5,55123_STG
55124_P1,55124,P1,,1111,5,55124_1111
55124_P2,55124,P2,,1111,5,55124_1111
55126_CT01,55126,CT01,,CT01,4,55126_CT01
55126_CT02,55126,CT02,,CT02,4,55126_CT02
55129_DBG2,55129,DBG2,,STG3,5,55129_STG3
55129_DBG1,55129,DBG1,,STG3,5,55129_STG3
55131_GTG-1,55131,GTG-1,CTG1,KEN1,6,55131_KEN1
55131_GTG-2,55131,GTG-2,CTG2,KEN2,6,55131_KEN2
55131_GTG-3,55131,GTG-3,CTG3,KEN3,6,55131_KEN3
55131_GTG-4,55131,GTG-4,CTG4,KEN4,6,55131_KEN4
55132_OGTDB3,55132,OGTDB3,,STG1,5,55132_STG1
55132_OGTDB2,55132,OGTDB2,,STG1,5,55132_STG1
55132_OGTDB1,55132,OGTDB1,,STG1,5,55132_STG1
55137_CTG-3,55137,CTG-3,,CC1,5,55137_CC1
55137_CTG-2,55137,CTG-2,,CC1,5,55137_CC1
55137_CTG-1,55137,CTG-1,,CC1,5,55137_CC1
55139_CTG1,55139,CTG1,,BLK1,5,55139_BLK1
55139_CTG2,55139,CTG2,,BLK1,5,55139_BLK1
55144_STK1,55144,STK1,,STK1,4,55144_STK1
55144_STK2,55144,STK2,,STK2,4,55144_STK2
55144_STK3,55144,STK3,,STK3,4,55144_STK3
55144_STK4,55144,STK4,,STK4,4,55144_STK4
55146_CTGEN1,55146,CTGEN1,CTG1,G841,6,55146_G841
55146_CTGEN2,55146,CTGEN2,CTG2,G842,6,55146_G842
55146_CTGEN3,55146,CTGEN3,CTG3,G843,6,55146_G843
55149_LRG1,55149,LRG1,,LRG1,4,55149_LRG1
55149_LRG2,55149,LRG2,,LRG2,4,55149_LRG2
55149_LRG3,55149,LRG3,,LRG3,4,55149_LRG3
55151_CTG-1,55151,CTG-1,,CTG-1,4,55151_CTG-1
55151_CTG-2,55151,CTG-2,,CTG-2,4,55151_CTG-2
55151_CTG-3,55151,CTG-3,,CTG-3,4,55151_CTG-3
55151_CTG-4,55151,CTG-4,,CTG-4,4,55151_CTG-4
55153_CTG-1,55153,CTG-1,CTG1,STG1,6,55153_STG1
55153_CTG-2,55153,CTG-2,CTG2,STG1,6,55153_STG1
55153_CTG-3,55153,CTG-3,CTG3,STG2,6,55153_STG2
55153_CTG-4,55153,CTG-4,CTG4,STG2,6,55153_STG2
55154_1,55154,1,ST,CC1,2,55154_CC1
55154_2,55154,2,ST,CC1,2,55154_CC1
55168_CTG-1B,55168,CTG-1B,,CC1,5,55168_CC1
55168_CTG-1A,55168,CTG-1A,,CC1,5,55168_CC1
55170_0001,55170,0001,,CC1,5,55170_CC1
55170_0002,55170,0002,,CC1,5,55170_CC1
55172_GT-2,55172,GT-2,GT-2,G125,6,55172_G125
55172_GT-1,55172,GT-1,GT-1,G125,6,55172_G125
55172_GT-3,55172,GT-3,GT-3,G641,6,55172_G641
55173_CT1,55173,CT1,CT11,PB01,6,55173_PB01
55173_CT2,55173,CT2,CT12,PB01,6,55173_PB01
55173_CT3,55173,CT3,CT24,PB02,6,55173_PB02
55173_CT4,55173,CT4,CT25,PB02,6,55173_PB02
55176_2,55176,2,,CC1,5,55176_CC1
55176_1,55176,1,,CC1,5,55176_CC1
55177_B,55177,B,,CC1,5,55177_CC1
55177_A,55177,A,,CC1,5,55177_CC1
55178_CT-2,55178,CT-2,,CC1,5,55178_CC1
55178_CT-1,55178,CT-1,,CC1,5,55178_CC1
55179_CTGEN1,55179,CTGEN1,,CC1,5,55179_CC1
55182_CTG2,55182,CTG2,,CC1,5,55182_CC1
55182_CTG1,55182,CTG1,,CC1,5,55182_CC1
55183_1,55183,1,CT1,BLK1,6,55183_BLK1
55183_2,55183,2,CT2,BLK2,6,55183_BLK2
55187_CHV2,55187,CHV2,,CC1,5,55187_CC1
55187_CHV3,55187,CHV3,,CC1,5,55187_CC1
55187_CHV4,55187,CHV4,,CC1,5,55187_CC1
55187_CHV1,55187,CHV1,,CC1,5,55187_CC1
55188_1,55188,1,,CC1,5,55188_CC1
55188_2,55188,2,,CC1,5,55188_CC1
55193_CT1,55193,CT1,,CC01,5,55193_CC01
55193_CT2,55193,CT2,,CC01,5,55193_CC01
55197_AA-001,55197,AA-001,CTG1,CCC1,6,55197_CCC1
55197_AA-002,55197,AA-002,CTG2,CCC2,6,55197_CCC2
55197_AA-003,55197,AA-003,CTG3,CCC3,6,55197_CCC3
55200_CT6,55200,CT6,,A567,5,55200_A567
55200_CT5,55200,CT5,,A567,5,55200_A567
55206_CU2,55206,CU2,,CCEC,5,55206_CCEC
55206_CU1,55206,CU1,,CCEC,5,55206_CCEC
55210_0001,55210,0001,,CC1,5,55210_CC1
55211_1,55211,1,,1,4,55211_1
55211_2,55211,2,,2,4,55211_2
55212_1,55212,1,,1,4,55212_1
55212_2,55212,2,,2,4,55212_2
55215_GT1,55215,GT1,CTG1,BLK1,6,55215_BLK1
55215_GT2,55215,GT2,CTG2,BLK1,6,55215_BLK1
55215_GT3,55215,GT3,CTG3,BLK2,6,55215_BLK2
55215_GT4,55215,GT4,CTG4,BLK2,6,55215_BLK2
55216_CTG3,55216,CTG3,,MCG1,5,55216_MCG1
55216_CTG2,55216,CTG2,,MCG1,5,55216_MCG1
55216_CTG1,55216,CTG1,,MCG1,5,55216_MCG1
55217_X724,55217,X724,,CC1,5,55217_CC1
55217_X725,55217,X725,,CC1,5,55217_CC1
55218_H02,55218,H02,H03,PB01,2,55218_PB01
55218_H01,55218,H01,H03,PB01,2,55218_PB01
55220_A01,55220,A01,,PB01,5,55220_PB01
55220_A02,55220,A02,,PB01,5,55220_PB01
55221_G2,55221,G2,,OSW1,5,55221_OSW1
55221_G3,55221,G3,,OSW1,5,55221_OSW1
55221_G4,55221,G4,,OSW1,5,55221_OSW1
55221_G5,55221,G5,,OSW1,5,55221_OSW1
55221_G6,55221,G6,,OSW1,5,55221_OSW1
55221_G7,55221,G7,,OSW1,5,55221_OSW1
55221_G1,55221,G1,,OSW1,5,55221_OSW1
55223_GT-1,55223,GT-1,,CC1,5,55223_CC1
55225_CTG-1,55225,CTG-1,CTG1,BLK1,6,55225_BLK1
55225_CTG-2,55225,CTG-2,CTG2,BLK1,6,55225_BLK1
55225_CTG-3,55225,CTG-3,CTG3,BLK2,6,55225_BLK2
55225_CTG-4,55225,CTG-4,CTG4,BLK2,6,55225_BLK2
55226_GT1,55226,GT1,GT1,PB1,6,55226_PB1
