CEMSUnit,Plant Code,Boiler ID,Generator ID,Unit Code,Unit Code Method,CCUnit
55226_GT2,55226,GT2,GT2,PB1,6,55226_PB1
55226_GT3,55226,GT3,GT3,PB2,6,55226_PB2
55226_GT4,55226,GT4,GT4,PB2,6,55226_PB2
55230_CT-1,55230,CT-1,CT1,CC01,6,55230_CC01
55230_CT-2,55230,CT-2,CT2,CC01,6,55230_CC01
55230_CT-3,55230,CT-3,CT3,CC02,6,55230_CC02
55230_CT-4,55230,CT-4,CT4,CC02,6,55230_CC02
55231_0002,55231,0002,,CC1,5,55231_CC1
55231_0001,55231,0001,,CC1,5,55231_CC1
55239_3,55239,3,,CC1,5,55239_CC1
55239_2,55239,2,,CC1,5,55239_CC1
55239_1,55239,1,,CC1,5,55239_CC1
55241_COG01,55241,COG01,,CC1,5,55241_CC1
55242_CT-1,55242,CT-1,,CC1,5,55242_CC1
55259_CT1,55259,CT1,,CC1,5,55259_CC1
55259_CT2,55259,CT2,,CC1,5,55259_CC1
55269_AA-001,55269,AA-001,CTG1,SCC1,6,55269_SCC1
55269_AA-002,55269,AA-002,CTG2,SCC2,6,55269_SCC2
55269_AA-003,55269,AA-003,CTG3,SCC3,6,55269_SCC3
55270_LM4,55270,LM4,,CC1,5,55270_CC1
55270_LM6,55270,LM6,,CC1,5,55270_CC1
55270_LM5,55270,LM5,,CC1,5,55270_CC1
55270_LM3,55270,LM3,,CC1,5,55270_CC1
55270_7EA,55270,7EA,,CC1,5,55270_CC1
55270_LM1,55270,LM1,,CC1,5,55270_CC1
55270_LM2,55270,LM2,,CC1,5,55270_CC1
55271_CT2,55271,CT2,,STG1,5,55271_STG1
55271_CT3,55271,CT3,,STG1,5,55271_STG1
55271_CT1,55271,CT1,,STG1,5,55271_STG1
55282_CTG1,55282,CTG1,,CC1,5,55282_CC1
55282_CTG2,55282,CTG2,,CC1,5,55282_CC1
55283_1,55283,1,,CC1,5,55283_CC1
55283_2,55283,2,,CC1,5,55283_CC1
55292_CTG-2,55292,CTG-2,,CC01,5,55292_CC01
55292_CTG-3,55292,CTG-3,,CC01,5,55292_CC01
55292_CTG-1,55292,CTG-1,,CC01,5,55292_CC01
55293_CT-3,55293,CT-3,,CC1,5,55293_CC1
55293_CT-1,55293,CT-1,,CC1,5,55293_CC1
55293_CT-2,55293,CT-2,,CC1,5,55293_CC1
55294_1,55294,1,,CC1,5,55294_CC1
55294_2,55294,2,,CC1,5,55294_CC1
55295_2,55295,2,,CC1,5,55295_CC1
55295_1,55295,1,,CC1,5,55295_CC1
55297_001,55297,001,1,CTG1,6,55297_CTG1
55297_002,55297,002,2,CTG2,6,55297_CTG2
55297_003,55297,003,3,CTG3,6,55297_CTG3
55298_1A,55298,1A,CT1A,BLK1,6,55298_BLK1
55298_1B,55298,1B,CT1B,BLK1,6,55298_BLK1
55298_2A,55298,2A,CT2A,BLK2,6,55298_BLK2
55298_2B,55298,2B,CT2B,BLK2,6,55298_BLK2
55299_CTG1,55299,CTG1,,CC1,5,55299_CC1
55299_CTG2,55299,CTG2,,CC1,5,55299_CC1
55299_CTG3,55299,CTG3,,CC1,5,55299_CC1
55306_4CTGB,55306,4CTGB,,BL04,5,55306_BL04
55306_4CTGA,55306,4CTGA,,BL04,5,55306_BL04
55306_3CTGB,55306,3CTGB,,BL04,5,55306_BL04
55306_3CTGA,55306,3CTGA,,BL04,5,55306_BL04
55306_2CTGB,55306,2CTGB,,BL04,5,55306_BL04
55306_2CTGA,55306,2CTGA,,BL04,5,55306_BL04
55306_1CTGB,55306,1CTGB,,BL04,5,55306_BL04
55306_1CTGA,55306,1CTGA,,BL04,5,55306_BL04
55317_12,55317,12,ST15,G942,2,55317_G942
55317_11,55317,11,ST15,G942,2,55317_G942
55320_GT-1,55320,GT-1,,CC1,5,55320_CC1
55320_GT-2,55320,GT-2,,CC1,5,55320_CC1
55322_CTG-1,55322,CTG-1,CTG1,PB1,6,55322_PB1
55322_CTG-2,55322,CTG-2,CTG2,PB1,6,55322_PB1
55322_CTG-3,55322,CTG-3,CTG3,PB2,6,55322_PB2
55322_CTG-4,55322,CTG-4,CTG4,PB2,6,55322_PB2
55327_CTG-3,55327,CTG-3,,CC1,5,55327_CC1
55327_CTG-1,55327,CTG-1,,CC1,5,55327_CC1
55327_CTG-2,55327,CTG-2,,CC1,5,55327_CC1
55328_CTG-2,55328,CTG-2,,CC1,5,55328_CC1
55328_CTG-1,55328,CTG-1,,CC1,5,55328_CC1
55333_3,55333,3,,CC1,5,55333_CC1
55333_2,55333,2,,CC1,5,55333_CC1
55333_1,55333,1,,CC1,5,55333_CC1
55334_CTG2,55334,CTG2,,CC1,5,55334_CC1
55334_CTG1,55334,CTG1,,CC1,5,55334_CC1
55337_0002,55337,0002,,CC02,5,55337_CC02
55337_0001,55337,0001,,CC02,5,55337_CC02
55340_2,55340,2,,CC2,5,55340_CC2
55340_1,55340,1,,CC2,5,55340_CC2
55343_CTG1,55343,CTG1,,CC1,5,55343_CC1
55343_CTG2,55343,CTG2,,CC1,5,55343_CC1
55345_CTG-2,55345,CTG-2,,CC1,5,55345_CC1
55345_CTG-1,55345,CTG-1,,CC1,5,55345_CC1
55350_1B,55350,1B,,CC1,5,55350_CC1
55350_1A,55350,1A,,CC1,5,55350_CC1
55357_CTG1,55357,CTG1,CTG1,STG1,6,55357_STG1
55357_CTG2,55357,CTG2,CTG2,STG1,6,55357_STG1
55358_CT1,55358,CT1,CT1,ST1,6,55358_ST1
55358_CT2,55358,CT2,CT2,ST2,6,55358_ST2
55358_CT3,55358,CT3,CT3,ST3,6,55358_ST3
55358_CT4,55358,CT4,CT4,ST4,6,55358_ST4
55364_CT12,55364,CT12,CT02,CC1,6,55364_CC1
55364_CT11,55364,CT11,CT01,CC1,6,55364_CC1
55372_CTG1,55372,CTG1,CTG1,BLK1,6,55372_BLK1
55372_CTG2,55372,CTG2,CTG2,BLK2,6,55372_BLK2
55372_CTG3,55372,CTG3,CTG3,BLK3,6,55372_BLK3
55375_CT1,55375,CT1,,CC1,5,55375_CC1
55375_CT3,55375,CT3,,CC1,5,55375_CC1
55375_CT2,55375,CT2,,CC1,5,55375_CC1
55375_CT4,55375,CT4,,CC1,5,55375_CC1
55380_CTG-1,55380,CTG-1,CTG1,BL01,6,55380_BL01
55380_CTG-2,55380,CTG-2,CTG2,BL01,6,55380_BL01
55380_CTG-3,55380,CTG-3,CTG3,BL02,6,55380_BL02
55380_CTG-4,55380,CTG-4,CTG4,BL02,6,55380_BL02
55380_CTG-6,55380,CTG-6,CTG6,BL03,6,55380_BL03
55380_CTG-5,55380,CTG-5,CTG5,BL03,6,55380_BL03
55380_CTG-7,55380,CTG-7,CTG7,BL04,6,55380_BL04
55380_CTG-8,55380,CTG-8,CTG8,BL04,6,55380_BL04
55382_CCCT2,55382,CCCT2,1GT2,1,6,55382_1
55382_CCCT1,55382,CCCT1,1GT1,1,6,55382_1
55382_CCCT3,55382,CCCT3,2GT1,2,6,55382_2
55382_CCCT4,55382,CCCT4,2GT2,2,6,55382_2
55386_CT-2,55386,CT-2,,CC1,5,55386_CC1
55386_CT-1,55386,CT-1,,CC1,5,55386_CC1
55393_2,55393,2,,CC1,5,55393_CC1
55393_1,55393,1,,CC1,5,55393_CC1
55397_CT1,55397,CT1,,CC1,5,55397_CC1
55397_CT2,55397,CT2,,CC1,5,55397_CC1
55400_CTG-2,55400,CTG-2,,G541,5,55400_G541
55400_CTG-1,55400,CTG-1,,G541,5,55400_G541
55404_COG01,55404,COG01,,CC1,5,55404_CC1
55404_COG02,55404,COG02,,CC1,5,55404_CC1
55405_1,55405,1,CT1,3668,6,55405_3668
55405_2,55405,2,CT2,3670,6,55405_3670
55405_3,55405,3,CT3,3677,6,55405_3677
55406_2,55406,2,,CC01,5,55406_CC01
55406_1,55406,1,,CC01,5,55406_CC01
55411_CT1,55411,CT1,,CC1,5,55411_CC1
55411_CT2,55411,CT2,,CC1,5,55411_CC1
55412_CT1,55412,CT1,,COEC,5,55412_COEC
55412_CT2,55412,CT2,,COEC,5,55412_COEC
55418_CT-2,55418,CT-2,CT2,PB01,6,55418_PB01
55418_CT-1,55418,CT-1,CT1,PB01,6,55418_PB01
55419_800,55419,800,,CC2,5,55419_CC2
55419_700,55419,700,,CC2,5,55419_CC2
55419_600,55419,600,,CC2,5,55419_CC2
55419_500,55419,500,,CC2,5,55419_CC2
55439_CTGDB2,55439,CTGDB2,,STG1,5,55439_STG1
55439_CTGDB3,55439,CTGDB3,,STG1,5,55439_STG1
55439_CTGDB1,55439,CTGDB1,,STG1,5,55439_STG1
55440_CTGDB2,55440,CTGDB2,,STG1,5,55440_STG1
55440_CTGDB1,55440,CTGDB1,,STG1,5,55440_STG1
55440_CTGDB3,55440,CTGDB3,,STG1,5,55440_STG1
55451_CTG-1,55451,CTG-1,CTG1,MCC1,6,55451_MCC1
55451_CTG-2,55451,CTG-2,CTG2,MCC2,6,55451_MCC2
55451_CTG-3,55451,CTG-3,CTG3,MCC3,6,55451_MCC3
55455_CC1A,55455,CC1A,CT1A,CC1,6,55455_CC1
55455_CC1B,55455,CC1B,CT1B,CC1,6,55455_CC1
55455_CC2B,55455,CC2B,CT2B,CC2,6,55455_CC2
55455_CC2A,55455,CC2A,CT2A,CC2,6,55455_CC2
55457_CT1,55457,CT1,,G011,5,55457_G011
55457_CT2,55457,CT2,,G011,5,55457_G011
55463_CT-01,55463,CT-01,CT01,G112,6,55463_G112
55463_CT-02,55463,CT-02,CT02,G113,6,55463_G113
55463_CT-03,55463,CT-03,CT03,G114,6,55463_G114
55463_CT-04,55463,CT-04,CT04,G115,6,55463_G115
55464_CTG4,55464,CTG4,,CC1,5,55464_CC1
55464_CTG3,55464,CTG3,,CC1,5,55464_CC1
55464_CTG2,55464,CTG2,,CC1,5,55464_CC1
55464_CTG1,55464,CTG1,,CC1,5,55464_CC1
55464_CTG5,55464,CTG5,,CC1,5,55464_CC1
55467_CTGEN1,55467,CTGEN1,CTG1,PB01,6,55467_PB01
55467_CTGEN2,55467,CTGEN2,CTG2,PB02,6,55467_PB02
55467_CTGEN3,55467,CTGEN3,CTG3,PB03,6,55467_PB03
55470_EPN801,55470,EPN801,,CC2,5,55470_CC2
55470_EPN803,55470,EPN803,,CC2,5,55470_CC2
55470_EPN802,55470,EPN802,,CC2,5,55470_CC2
55480_U2,55480,U2,U2,BLK1,6,55480_BLK1
55480_U1,55480,U1,U1,BLK1,6,55480_BLK1
55480_U3,55480,U3,U3,BLK1,6,55480_BLK1
55480_U5,55480,U5,U5,BLK2,6,55480_BLK2
55480_U4,55480,U4,U4,BLK2,6,55480_BLK2
55480_U6,55480,U6,U6,BLK2,6,55480_BLK2
55481_1,55481,1,,BLK2,5,55481_BLK2
55481_6,55481,6,ST2,BLK2,2,55481_BLK2
55481_2,55481,2,,BLK2,5,55481_BLK2
55481_5,55481,5,ST2,BLK2,2,55481_BLK2
55482_CT-1,55482,CT-1,,CC1,5,55482_CC1
55501_CTGDB2,55501,CTGDB2,CTG2,STG1,6,55501_STG1
55501_CTGDB1,55501,CTGDB1,CTG1,STG1,6,55501_STG1
55501_CTGDB4,55501,CTGDB4,CTG4,STG2,6,55501_STG2
55501_CTGDB3,55501,CTGDB3,CTG3,STG2,6,55501_STG2
55502_2,55502,2,1200,CC1,6,55502_CC1
55502_1,55502,1,1100,CC1,6,55502_CC1
55502_3,55502,3,2100,CC2,6,55502_CC2
55502_4,55502,4,2200,CC2,6,55502_CC2
55503_2,55503,2,,CC1,5,55503_CC1
55503_3,55503,3,,CC1,5,55503_CC1
55503_1,55503,1,,CC1,5,55503_CC1
55514_CTG02,55514,CTG02,STG1,CC1,2,55514_CC1
55514_CTG01,55514,CTG01,STG1,CC1,2,55514_CC1
55516_CTG2,55516,CTG2,,CC1,5,55516_CC1
55516_CTG1,55516,CTG1,,CC1,5,55516_CC1
55518_CTG3,55518,CTG3,,STG1,5,55518_STG1
55518_CTG2,55518,CTG2,,STG1,5,55518_STG1
55518_CTG1,55518,CTG1,,STG1,5,55518_STG1
55524_3,55524,3,CTG3,CCB1,6,55524_CCB1
55524_2,55524,2,CTG2,CCB1,6,55524_CCB1
55524_1,55524,1,CTG1,CCB1,6,55524_CCB1
55558_B06,55558,B06,,CC1,5,55558_CC1
55620_1-2,55620,1-2,ST-1,PB01,2,55620_PB01
55620_1-1,55620,1-1,ST-1,PB01,2,55620_PB01
55641_CT-02,55641,CT-02,CTG2,S112,6,55641_S112
55641_CT-01,55641,CT-01,CTG1,S112,6,55641_S112
55656_CT002,55656,CT002,CT02,PB01,6,55656_PB01
55656_CT001,55656,CT001,CT01,PB01,6,55656_PB01
55656_CT004,55656,CT004,CT04,PB02,6,55656_PB02
55661_2,55661,2,,CC1,5,55661_CC1
55661_1,55661,1,,CC1,5,55661_CC1
55662_CT1,55662,CT1,,CC1,5,55662_CC1
55662_CT2,55662,CT2,,CC1,5,55662_CC1
55664_GT-2,55664,GT-2,,CC1,5,55664_CC1
55664_GT-1,55664,GT-1,,CC1,5,55664_CC1
55667_CT01,55667,CT01,,CC01,5,55667_CC01
55667_CT02,55667,CT02,,CC01,5,55667_CC01
55687_BHG1,55687,BHG1,,PB1,5,55687_PB1
55687_BHG2,55687,BHG2,,PB1,5,55687_PB1
55690_2,55690,2,CTG2,1234,6,55690_1234
55690_3,55690,3,CTG3,1234,6,55690_1234
55690_1,55690,1,CTG1,1234,6,55690_1234
55690_5,55690,5,CTG5,5678,6,55690_5678
55690_7,55690,7,CTG7,5678,6,55690_5678
55690_6,55690,6,CTG6,5678,6,55690_5678
55694_AA-001,55694,AA-001,,CC1,5,55694_CC1
55694_AA-002,55694,AA-002,,CC1,5,55694_CC1
55700_CTG1,55700,CTG1,,CC1,5,55700_CC1
55701_CT02,55701,CT02,,CC1,5,55701_CC1
55701_CT01,55701,CT01,,CC1,5,55701_CC1
55706_CTG2,55706,CTG2,,CC1,5,55706_CC1
55706_CTG1,55706,CTG1,,CC1,5,55706_CC1
55706_CTG3,55706,CTG3,,CC1,5,55706_CC1
55710_3,55710,3,,CC1,5,55710_CC1
55710_4,55710,4,,CC1,5,55710_CC1
55714_SN-01,55714,SN-01,,MC1,5,55714_MC1
55714_SN-02,55714,SN-02,,MC1,5,55714_MC1
55736_CTG1,55736,CTG1,1GT1,CC1,6,55736_CC1
55736_CTG2,55736,CTG2,1GT2,CC1,6,55736_CC1
55736_CTG4,55736,CTG4,2GT2,CC2,6,55736_CC2
55736_CTG3,55736,CTG3,2GT1,CC2,6,55736_CC2
55748_CTG3,55748,CTG3,,CC1,5,55748_CC1
55748_CTG4,55748,CTG4,,CC1,5,55748_CC1
55748_CTG1,55748,CTG1,,CC1,5,55748_CC1
55748_CTG2,55748,CTG2,,CC1,5,55748_CC1
55801_0001,55801,0001,,CCG1,5,55801_CCG1
55801_0002,55801,0002,,CCG1,5,55801_CCG1
55801_0003,55801,0003,,CCG1,5,55801_CCG1
55818_F1CT,55818,F1CT,,FP1,5,55818_FP1
55821_26,55821,26,C,G105,2,55821_G105
55821_25,55821,25,C,G105,2,55821_G105
55835_2,55835,2,,RKM0,5,55835_RKM0
55835_1,55835,1,,RKM0,5,55835_RKM0
55841_A03,55841,A03,ST1,PB1,2,55841_PB1
55841_A01,55841,A01,ST1,PB1,2,55841_PB1
55853_1,55853,1,1,1,3,55853_1
55853_2,55853,2,2,2,3,55853_2
55927_CT02,55927,CT02,,JASP,5,55927_JASP
55927_CT01,55927,CT01,,JASP,5,55927_JASP
55927_CT03,55927,CT03,,JASP,5,55927_JASP
55933_TPP1,55933,TPP1,,CC12,5,55933_CC12
55933_TPP2,55933,TPP2,,CC12,5,55933_CC12
55939_1C,55939,1C,,WC01,5,55939_WC01
55939_1B,55939,1B,,WC01,5,55939_WC01
55939_1A,55939,1A,,WC01,5,55939_WC01
55965_6B,55965,6B,ST6,G106,2,55965_G106
55965_6A,55965,6A,ST6,G106,2,55965_G106
55965_7B,55965,7B,ST7,G107,2,55965_G107
55965_7A,55965,7A,ST7,G107,2,55965_G107
55970_2,55970,2,,CCC1,5,55970_CCC1
55970_3,55970,3,,CCC1,5,55970_CCC1
55976_CT101,55976,CT101,,CT1,5,55976_CT1
55976_CT201,55976,CT201,,CT1,5,55976_CT1
55976_CT301,55976,CT301,,CT1,5,55976_CT1
55977_CTG-1,55977,CTG-1,,CC1,5,55977_CC1
55985_CTG2,55985,CTG2,,CC1,5,55985_CC1
55985_CTG1,55985,CTG1,,CC1,5,55985_CC1
56026_PCT1,56026,PCT1,,DVR1,5,56026_DVR1
56026_PCT2,56026,PCT2,,DVR1,5,56026_DVR1
56031_CTG-2,56031,CTG-2,,CC1,5,56031_CC1
56031_CTG-1,56031,CTG-1,,CC1,5,56031_CC1
56041_M2,56041,M2,M3,MGS,2,56041_MGS
56041_M1,56041,M1,M3,MGS,2,56041_MGS
56046_1,56046,1,,CC1,5,56046_CC1
56078_2,56078,2,,WEC,5,56078_WEC
56078_1,56078,1,,WEC,5,56078_WEC
56102_CTG1A,56102,CTG1A,,CC1,5,56102_CC1
56102_CTG1B,56102,CTG1B,,CC1,5,56102_CC1
56104_CT-2,56104,CT-2,CTG1,,6,56104_
56150_10B,56150,10B,10ST,G110,2,56150_G110
56150_10A,56150,10A,10ST,G110,2,56150_G110
56150_11A,56150,11A,11ST,G111,2,56150_G111
56150_11B,56150,11B,11ST,G111,2,56150_G111
56164_EU006,56164,EU006,,G861,5,56164_G861
56177_U1,56177,U1,,CC1,5,56177_CC1
56188_00001,56188,00001,,CC1,5,56188_CC1
56196_CTG7B,56196,CTG7B,,CC1,5,56196_CC1
56196_CTG7A,56196,CTG7A,,CC1,5,56196_CC1
56227_PWEU1,56227,PWEU1,,CCG1,5,56227_CCG1
56234_0001,56234,0001,,CC01,5,56234_CC01
56237_CT01,56237,CT01,CT01,CC1,6,56237_CC1
56237_CT02,56237,CT02,CT02,CC1,6,56237_CC1
56237_CT04,56237,CT04,CT22,CC2,6,56237_CC2
56237_CT03,56237,CT03,CT21,CC2,6,56237_CC2
56259_CT-1,56259,CT-1,,CC1,5,56259_CC1
56259_CT-2,56259,CT-2,,CC1,5,56259_CC1
56298_CT002,56298,CT002,,A101,5,56298_A101
56298_CT001,56298,CT001,,A101,5,56298_A101
56349_CT1B,56349,CT1B,CT1B,830,6,56349_830
56349_CT1A,56349,CT1A,CT1A,830,6,56349_830
56349_CT2B,56349,CT2B,CT2B,831,6,56349_831
56349_CT2A,56349,CT2A,CT2A,831,6,56349_831
56350_CT1A,56350,CT1A,CT1A,BLK1,6,56350_BLK1
56350_CT1B,56350,CT1B,CT1B,BLK1,6,56350_BLK1
56350_CT2B,56350,CT2B,CT2B,BLK2,6,56350_BLK2
56350_CT2A,56350,CT2A,CT2A,BLK2,6,56350_BLK2
56400_1,56400,1,,G761,5,56400_G761
56407_WCCT1A,56407,WCCT1A,1A,WC1,6,56407_WC1
56407_WCCT1B,56407,WCCT1B,1B,WC1,6,56407_WC1
56407_WCCT1C,56407,WCCT1C,1C,WC1,6,56407_WC1
56407_WCCT2C,56407,WCCT2C,2C,WC2,6,56407_WC2
56407_WCCT2B,56407,WCCT2B,2B,WC2,6,56407_WC2
56407_WCCT2A,56407,WCCT2A,2A,WC2,6,56407_WC2
56407_WCCT3A,56407,WCCT3A,3A,WC3,6,56407_WC3
56407_WCCT3B,56407,WCCT3B,3B,WC3,6,56407_WC3
56407_WCCT3C,56407,WCCT3C,3C,WC3,6,56407_WC3
56458_HOBB1,56458,HOBB1,,CC1,5,56458_CC1
56458_HOBB2,56458,HOBB2,,CC1,5,56458_CC1
56467_CT1,56467,CT1,,CC1,5,56467_CC1
56467_CT2,56467,CT2,,CC1,5,56467_CC1
56476_GT2,56476,GT2,,CC1,5,56476_CC1
56476_GT1,56476,GT1,,CC1,5,56476_CC1
564_CCB,564,CCB,,OUC,5,564_OUC
56532_CT2,56532,CT2,,CC1,5,56532_CC1
56532_CT1,56532,CT1,,CC1,5,56532_CC1
56610_01,56610,01,,CCU1,5,56610_CCU1
56798_U1,56798,U1,,CC01,5,56798_CC01
56798_U2,56798,U2,,CC01,5,56798_CC01
56806_CBY41,56806,CBY41,,CBY4,5,56806_CBY4
56806_CBY42,56806,CBY42,,CBY4,5,56806_CBY4
56807_1B,56807,1B,1C,CC1,2,56807_CC1
56807_1A,56807,1A,1C,CC1,2,56807_CC1
56963_E102,56963,E102,,700,5,56963_700
56963_E101,56963,E101,,700,5,56963_700
56998_CT04,56998,CT04,4,PB4,6,56998_PB4
56998_CT05,56998,CT05,5,PB4,6,56998_PB4
56998_CT07,56998,CT07,7,PB5,6,56998_PB5
56998_CT06,56998,CT06,6,PB5,6,56998_PB5
57028_CT1,57028,CT1,,LG1,5,57028_LG1
57037_AB-002,57037,AB-002,,1,5,57037_1
57037_AB-001,57037,AB-001,,1,5,57037_1
57349_1,57349,1,,GEC1,5,57349_GEC1
57703_CT01,57703,CT01,,PB1,5,57703_PB1
57703_CT02,57703,CT02,,PB1,5,57703_PB1
57839_0002,57839,0002,,CC1,5,57839_CC1
57839_0001,57839,0001,,CC1,5,57839_CC1
57978_CT1,57978,CT1,,CC1,5,57978_CC1
58001_CTG1,58001,CTG1,CTG-1,TMP1,6,58001_TMP1
58001_CTG2,58001,CTG2,CTG-2,TMP1,6,58001_TMP1
58001_CTG4,58001,CTG4,CTG-4,TMP2,6,58001_TMP2
58001_CTG3,58001,CTG3,CTG-3,TMP2,6,58001_TMP2
58005_CTG1,58005,CTG1,,CC1,5,58005_CC1
58005_CTG2,58005,CTG2,,CC1,5,58005_CC1
58079_U001,58079,U001,,CCST,5,58079_CCST
58079_U002,58079,U002,,CCST,5,58079_CCST
58427_200,58427,200,,CC1,5,58427_CC1
58427_100,58427,100,,CC1,5,58427_CC1
6042_MTCT3C,6042,MTCT3C,,G341,5,6042_G341
6042_MTCT3A,6042,MTCT3A,,G341,5,6042_G341
6042_MTCT3B,6042,MTCT3B,,G341,5,6042_G341
6042_MTCT3D,6042,MTCT3D,,G341,5,6042_G341
6043_HRSG3B,6043,HRSG3B,3GT2,C796,6,6043_C796
6043_HRSG3A,6043,HRSG3A,3GT1,C796,6,6043_C796
6043_HRSG4B,6043,HRSG4B,4GT2,C797,6,6043_C797
6043_HRSG4A,6043,HRSG4A,4GT1,C797,6,6043_C797
6043_PMR8C,6043,PMR8C,8,G342,2,6043_G342
6043_PMR8D,6043,PMR8D,8,G342,2,6043_G342
6043_PMR8A,6043,PMR8A,8,G342,2,6043_G342
6043_PMR8B,6043,PMR8B,8,G342,2,6043_G342
6073_3A,6073,3A,3ST,3,2,6073_3
6073_3B,6073,3B,3ST,3,2,6073_3
6073_4A,6073,4A,4ST,4,2,6073_4
6073_4B,6073,4B,4ST,4,2,6073_4
6081_001,6081,001,CT1,CC1,6,6081_CC1
6081_003,6081,003,CT3,CC1,6,6081_CC1
6081_002,6081,002,CT2,CC1,6,6081_CC1
609_CCCT3B,609,CCCT3B,,PCC,5,609_PCC
609_CCCT3C,609,CCCT3C,,PCC,5,609_PCC
609_CCCT3A,609,CCCT3A,,PCC,5,609_PCC
6112_2,6112,2,1,FSV0,2,6112_FSV0
6112_3,6112,3,1,FSV0,2,6112_FSV0
6112_4,6112,4,1,FSV0,2,6112_FSV0
612_FMCT2B,612,FMCT2B,,F901,5,612_F901
612_FMCT2C,612,FMCT2C,,F901,5,612_F901
612_FMCT2D,612,FMCT2D,,F901,5,612_F901
612_FMCT2E,612,FMCT2E,,F901,5,612_F901
612_FMCT2A,612,FMCT2A,,F901,5,612_F901
612_FMCT2F,612,FMCT2F,,F901,5,612_F901
613_4GT2,613,4GT2,4GT2,C791,6,613_C791
613_4GT1,613,4GT1,4GT1,C791,6,613_C791
613_5GT1,613,5GT1,5GT1,C792,6,613_C792
613_5GT2,613,5GT2,5GT2,C792,6,613_C792
619_RBCT5C,619,RBCT5C,,PRV,5,619_PRV
619_RBCT5B,619,RBCT5B,,PRV,5,619_PRV
619_RBCT5A,619,RBCT5A,,PRV,5,619_PRV
620_SNCT4A,620,SNCT4A,4A,G160,6,620_G160
620_SNCT4D,620,SNCT4D,4D,G160,6,620_G160
620_SNCT4B,620,SNCT4B,4B,G160,6,620_G160
620_SNCT4C,620,SNCT4C,4C,G160,6,620_G160
620_SNCT5B,620,SNCT5B,5B,G161,6,620_G161
620_SNCT5C,620,SNCT5C,5C,G161,6,620_G161
620_SNCT5D,620,SNCT5D,5D,G161,6,620_G161
620_SNCT5A,620,SNCT5A,5A,G161,6,620_G161
621_TPCT5D,621,TPCT5D,,G901,5,621_G901
621_TPCT5B,621,TPCT5B,,G901,5,621_G901
621_TPCT5A,621,TPCT5A,,G901,5,621_G901
621_TPCT5C,621,TPCT5C,,G901,5,621_G901
634_4B,634,4B,4ST,G981,2,634_G981
634_4C,634,4C,4ST,G981,2,634_G981
634_4A,634,4A,4ST,G981,2,634_G981
634_4D,634,4D,4ST,G981,2,634_G981
6358_1,6358,1,,CC1,5,6358_CC1
643_4,643,4,3S,G180,2,643_G180
643_5,643,5,3S,G180,2,643_G180
664_CC1,664,CC1,,G681,5,664_G681
675_**8,675,**8,,8CC,5,675_8CC
676_5,676,5,,5CC,5,676_5CC
688_2A,688,2A,2,CC1,2,688_CC1
689_8,689,8,,CC1,5,689_CC1
693_**5,693,**5,,**5,1,693_**5
7082_**5,7082,**5,,PB1,5,7082_PB1
7082_**6,7082,**6,,PB1,5,7082_PB1
710_4A,710,4A,4,G104,2,710_G104
710_4B,710,4B,4,G104,2,710_G104
710_5A,710,5A,5,G105,2,710_G105
710_5B,710,5B,5,G105,2,710_G105
710_6B,710,6B,6,G106,2,710_G106
710_6A,710,6A,6,G106,2,710_G106
7153_**3,7153,**3,HR1,CC1,6,7153_CC1
7153_2,7153,2,HR3,CC1,6,7153_CC1
7153_1,7153,1,HR2,CC1,6,7153_CC1
7153_6,7153,6,HR6,CC2,6,7153_CC2
7153_7,7153,7,HR7,CC2,6,7153_CC2
7153_5,7153,5,HR5,CC2,6,7153_CC2
7238_2,7238,2,2,UN1,6,7238_UN1
7238_3,7238,3,3,UN2,6,7238_UN2
7238_4,7238,4,4,UN3,6,7238_UN3
7242_**1,7242,**1,1CT,CC1,6,7242_CC1
7254_32432,7254,32432,,32432,1,7254_32432
7266_2,7266,2,,CC1,5,7266_CC1
7296_2-1,7296,2-1,,CC1,5,7296_CC1
7296_2-2,7296,2-2,,CC1,5,7296_CC1
7302_1B,7302,1B,1ST,E100,2,7302_E100
7302_1A,7302,1A,1ST,E100,2,7302_E100
7302_2B,7302,2B,2ST,F110,2,7302_F110
7302_2A,7302,2A,2ST,F110,2,7302_F110
7302_3A,7302,3A,3ST,G301,2,7302_G301
7302_3B,7302,3B,3ST,G301,2,7302_G301
7302_4A,7302,4A,4ST,H400,2,7302_H400
7302_4B,7302,4B,4ST,H400,2,7302_H400
7307_5,7307,5,,101,5,7307_101
7314_001,7314,001,,CC1,5,7314_CC1
7345_1,7345,1,,1,4,7345_1
7350_CTG2,7350,CTG2,,CC1,5,7350_CC1
7350_CTG1,7350,CTG1,,CC1,5,7350_CC1
7380_1,7380,1,2,,6,7380_
7380_2,7380,2,CT1,CCU1,6,7380_CCU1
7527_1,7527,1,,CC1,5,7527_CC1
7551_1A,7551,1A,,CCC1,5,7551_CCC1
7551_1B,7551,1B,,CCC1,5,7551_CCC1
7552_1,7552,1,,CCC1,5,7552_CCC1
7604_1,7604,1,,1,4,7604_1
7604_2,7604,2,,2,4,7604_2
7605_1,7605,1,1,1,3,7605_1
762_3,762,3,,3,4,762_3
7697_CC1,7697,CC1,,G523,5,7697_G523
7698_CC1,7698,CC1,,G524,5,7698_G524
7699_1,7699,1,CW1,G200,2,7699_G200
